Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2018-02-28,94.84,95.705,93.63,93.77,29314525.0,0.0,1.0,94.84,95.705,93.63,93.77,29314525.0
2018-03-01,93.99,94.57,91.84,92.85,37135561.0,0.0,1.0,93.99,94.57,91.84,92.85,37135561.0
2018-03-02,91.58,93.15,90.86,93.05,32830389.0,0.0,1.0,91.58,93.15,90.86,93.05,32830389.0
2018-03-05,92.34,94.27,92.26,93.64,23901578.0,0.0,1.0,92.34,94.27,92.26,93.64,23901578.0
2018-03-06,94.34,94.49,92.941,93.32,22175776.0,0.0,1.0,94.34,94.49,92.941,93.32,22175776.0
2018-03-07,93.16,93.9406,92.43,93.86,26716127.0,0.0,1.0,93.16,93.9406,92.43,93.86,26716127.0
2018-03-08,94.27,95.1,93.765,94.43,24861307.0,0.0,1.0,94.27,95.1,93.765,94.43,24861307.0
2018-03-09,95.29,96.54,95.0,96.54,36145524.0,0.0,1.0,95.29,96.54,95.0,96.54,36145524.0
2018-03-12,96.5,97.21,96.04,96.77,25333720.0,0.0,1.0,96.5,97.21,96.04,96.77,25333720.0
2018-03-13,97.0,97.24,93.97,94.41,34445391.0,0.0,1.0,97.0,97.24,93.97,94.41,34445391.0
2018-03-14,95.12,95.41,93.5,93.85,31576898.0,0.0,1.0,95.12,95.41,93.5,93.85,31576898.0
2018-03-15,93.53,94.58,92.83,94.18,26279014.0,0.0,1.0,93.53,94.58,92.83,94.18,26279014.0
2018-03-16,94.68,95.38,93.92,94.6,47329521.0,0.0,1.0,94.68,95.38,93.92,94.6,47329521.0
2018-03-19,93.74,93.9,92.11,92.89,31752589.0,0.0,1.0,93.74,93.9,92.11,92.89,31752589.0
2018-03-20,93.05,93.77,93.0,93.13,21787780.0,0.0,1.0,93.05,93.77,93.0,93.13,21787780.0
2018-03-21,92.93,94.05,92.21,92.48,23753263.0,0.0,1.0,92.93,94.05,92.21,92.48,23753263.0
2018-03-22,91.265,91.75,89.66,89.79,37578166.0,0.0,1.0,91.265,91.75,89.66,89.79,37578166.0
2018-03-23,89.5,90.46,87.08,87.18,42159397.0,0.0,1.0,89.5,90.46,87.08,87.18,42159397.0
2018-03-26,90.61,94.0,90.4,93.78,55031149.0,0.0,1.0,90.61,94.0,90.4,93.78,55031149.0
2018-03-27,94.94,95.139,88.51,89.47,53704562.0,0.0,1.0,94.94,95.139,88.51,89.47,53704562.0
